ItemName,Brand,Category,StockQty,ArrivalDate,ExpiryDate,DaysUntilExpiry,DailySaleAvg,SpoilageChance,SuggestedAction,StoreLocation,IsSpoiled,OnPromotion,TemperatureSensitive,StoreID,Zone,TemperatureSupport,DistanceToNearestStore,AvgDailySaleInNearbyStores
Amul milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,11,8.9,1.0,donate,Bangalore,False,False,True,Bangalore_84,South,Not Recorded,11.8,10.202690607477072
Kurkure masala,Pepsico,Snacks,283,2025-06-12,2025-06-15,3,12.9,1.0,donate,Chennai,True,False,False,Chennai_97,South,Not Recorded,4.0,14.248520669248045
Bingo mad angles,Itc,Snacks,63,2025-06-25,2025-07-02,7,14.9,0.21,none,Mumbai,False,False,False,Mumbai_48,West,False,6.6,16.08396551099308
Chicken breast 500g,Godrej,Meat,47,2025-06-19,2025-06-25,6,10.3,1.0,donate,Delhi,False,True,True,Delhi_111,North,True,7.2,10.302097307262024
Bingo mad angles,Itc,Snacks,63,2025-06-25,2025-07-02,7,14.9,0.21,none,Mumbai,False,False,False,Mumbai_49,West,False,5.0,12.440804004244828
Bingo mad angles,Itc,Snacks,63,2025-06-25,2025-07-02,7,14.9,0.21,none,Mumbai,False,False,False,Mumbai_50,West,False,8.8,13.392068607308442
Brown bun pack,Harvest gold,Bakery,42,2025-06-14,2025-06-17,3,24.3,0.69,monitor,Kanpur,False,True,False,Kanpur_135,North,Not Recorded,10.9,21.727267415673357
Bingo mad angles,Itc,Snacks,289,2025-06-27,2025-07-07,10,13.2,0.49,none,Kanpur,False,False,False,Kanpur_136,North,Not Recorded,7.3,12.679821212486994
Nestlé yogurt 150g,Nestlé,Dairy,262,2025-06-16,2025-06-20,4,2.0,1.0,donate,Delhi,True,False,True,Delhi_112,North,True,5.8,1.9701492892774155
Brown bun pack,Harvest gold,Bakery,90,2025-06-26,2025-07-08,12,22.4,0.08,none,Chennai,False,True,False,Chennai_98,South,Not Recorded,12.3,23.723111916588703
Mutton mince 250g,Godrej,Meat,271,2025-06-22,2025-07-04,12,8.9,1.0,donate,Delhi,False,False,True,Delhi_113,North,True,14.3,7.22778967542782
Brown bun pack,Harvest gold,Bakery,39,2025-06-19,2025-06-30,11,10.3,0.38,none,Chennai,False,False,False,Chennai_99,South,Not Recorded,13.4,9.846202970021164
Spinach bunch,Local farmer,Produce,268,2025-06-16,2025-06-24,8,4.9,1.0,donate,Delhi,False,True,True,Delhi_114,North,True,9.5,4.767143387631463
Mutton mince 250g,Godrej,Meat,295,2025-06-26,2025-07-03,7,24.6,0.48,none,Bangalore,False,False,True,Bangalore_85,South,Not Recorded,12.6,23.41387694087732
Amul milk 500ml,Amul,Dairy,11,2025-06-16,2025-06-28,12,14.1,0.31,none,Chennai,False,True,True,Chennai_100,South,Not Recorded,11.6,15.17451041017672
Amul milk 500ml,Amul,Dairy,11,2025-06-16,2025-06-28,12,14.1,0.31,none,Chennai,False,True,True,Chennai_101,South,Not Recorded,7.5,12.067135158150975
Banana 6pcs,Local farmer,Produce,154,2025-06-14,2025-06-21,7,5.6,1.0,donate,Mumbai,True,True,True,Mumbai_51,West,False,8.5,6.453984277672255
Kurkure masala,Pepsico,Snacks,148,2025-06-12,2025-06-19,7,0.6,1.0,donate,Delhi,True,False,False,Delhi_115,North,True,11.7,0.6450992947629896
Tomato 1kg,Local farmer,Produce,204,2025-06-18,2025-06-21,3,9.7,1.0,donate,Kanpur,False,True,True,Kanpur_137,North,Not Recorded,10.5,8.236992950766934
Nestlé yogurt 150g,Nestlé,Dairy,262,2025-06-16,2025-06-20,4,2.0,1.0,donate,Delhi,True,False,True,Delhi_116,North,True,5.6,1.646924882754377
Nestlé yogurt 150g,Nestlé,Dairy,217,2025-06-16,2025-06-24,8,2.8,1.0,donate,Delhi,False,False,True,Delhi_117,North,True,2.9,2.766038076926375
Amul milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,11,8.9,1.0,donate,Bangalore,False,False,True,Bangalore_86,South,Not Recorded,12.4,8.566405803315137
White bread,Harvest gold,Bakery,261,2025-06-25,2025-07-04,9,20.0,0.43,none,Bangalore,False,False,False,Bangalore_87,South,Not Recorded,5.6,17.582836787670487
Bingo mad angles,Itc,Snacks,26,2025-06-15,2025-06-24,9,13.7,0.76,discount,Kanpur,False,False,False,Kanpur_138,North,Not Recorded,14.7,11.042663657901128
Bingo mad angles,Itc,Snacks,60,2025-06-22,2025-07-03,11,21.6,0.11,none,Delhi,False,True,False,Delhi_118,North,True,14.0,18.395498379887396
Fish fillet 300g,Freshcatch,Meat,37,2025-06-15,2025-06-18,3,4.2,1.0,donate,Mumbai,True,True,True,Mumbai_52,West,False,11.0,4.746548124694665
Spinach bunch,Local farmer,Produce,253,2025-06-12,2025-06-15,3,12.6,1.0,donate,Kanpur,True,True,True,Kanpur_139,North,Not Recorded,4.1,13.833024804094496
Lays chips 100g,Pepsico,Snacks,144,2025-06-14,2025-06-24,10,13.6,1.0,donate,Chennai,True,False,False,Chennai_102,South,Not Recorded,14.5,11.54013123970384
Mother dairy butter 100g,Mother dairy,Dairy,38,2025-06-18,2025-06-28,10,12.7,1.0,donate,Bangalore,True,False,True,Bangalore_88,South,Not Recorded,13.5,10.299338572123386
Bingo mad angles,Itc,Snacks,289,2025-06-27,2025-07-07,10,13.2,0.49,none,Kanpur,False,False,False,Kanpur_140,North,Not Recorded,2.5,14.67100424644981
White bread,Harvest gold,Bakery,261,2025-06-25,2025-07-04,9,20.0,0.43,none,Bangalore,False,False,False,Bangalore_89,South,Not Recorded,7.3,22.07303851906876
Brown bun pack,Harvest gold,Bakery,247,2025-06-25,2025-07-03,8,10.0,0.99,donate,Chennai,False,False,False,Chennai_103,South,Not Recorded,4.3,9.7422248002142
Spinach bunch,Local farmer,Produce,145,2025-06-15,2025-06-22,7,15.8,1.0,donate,Kanpur,True,False,True,Kanpur_141,North,Not Recorded,10.4,17.248218503440253
Brown bun pack,Harvest gold,Bakery,247,2025-06-25,2025-07-03,8,10.0,0.99,donate,Chennai,False,False,False,Chennai_104,South,Not Recorded,7.5,10.241206530629285
Kurkure masala,Pepsico,Snacks,224,2025-06-24,2025-07-06,12,3.6,1.0,donate,Bangalore,True,True,False,Bangalore_90,South,Not Recorded,7.0,3.4152974304333354
Brown bun pack,Harvest gold,Bakery,222,2025-06-18,2025-06-22,4,23.4,1.0,donate,Mumbai,True,False,False,Mumbai_53,West,False,10.0,24.1678938880974
Brown bun pack,Harvest gold,Bakery,39,2025-06-19,2025-06-30,11,10.3,0.38,none,Chennai,False,False,False,Chennai_105,South,Not Recorded,3.3,8.423097028665678
Brown bun pack,Harvest gold,Bakery,222,2025-06-18,2025-06-22,4,23.4,1.0,donate,Mumbai,True,False,False,Mumbai_54,West,False,14.6,21.9665684074342
Kurkure masala,Pepsico,Snacks,283,2025-06-12,2025-06-15,3,12.9,1.0,donate,Chennai,True,False,False,Chennai_106,South,Not Recorded,3.5,11.88427412278119
Amul milk 500ml,Amul,Dairy,12,2025-06-26,2025-06-30,4,4.6,0.26,none,Chennai,False,False,True,Chennai_107,South,Not Recorded,14.0,4.976973227179308
Mother dairy butter 100g,Mother dairy,Dairy,220,2025-06-19,2025-06-23,4,13.7,1.0,donate,Kanpur,False,False,True,Kanpur_142,North,Not Recorded,7.5,13.652995302782406
Bingo mad angles,Itc,Snacks,92,2025-06-20,2025-06-28,8,12.1,1.0,donate,Chennai,False,False,False,Chennai_108,South,Not Recorded,13.8,14.239816358187642
Bingo mad angles,Itc,Snacks,92,2025-06-20,2025-06-28,8,12.1,1.0,donate,Chennai,False,False,False,Chennai_109,South,Not Recorded,8.1,11.41120944035918
Bingo mad angles,Itc,Snacks,26,2025-06-15,2025-06-24,9,13.7,0.76,discount,Kanpur,False,False,False,Kanpur_143,North,Not Recorded,9.5,16.386089794477606
Fish fillet 300g,Freshcatch,Meat,206,2025-06-18,2025-06-29,11,17.1,1.0,donate,Bangalore,True,False,True,Bangalore_91,South,Not Recorded,10.3,18.870089024982786
Amul milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,11,8.9,1.0,donate,Bangalore,False,False,True,Bangalore_92,South,Not Recorded,9.9,9.089118015851694
Spinach bunch,Local farmer,Produce,115,2025-06-16,2025-06-23,7,22.4,1.0,donate,Kanpur,True,True,True,Kanpur_144,North,Not Recorded,2.8,21.073792299675198
Chicken breast 500g,Godrej,Meat,47,2025-06-19,2025-06-25,6,10.3,1.0,donate,Delhi,False,True,True,Delhi_119,North,True,2.2,9.601335914256032
Fish fillet 300g,Freshcatch,Meat,37,2025-06-15,2025-06-18,3,4.2,1.0,donate,Mumbai,True,True,True,Mumbai_55,West,False,5.2,4.39142944053127
Nestlé yogurt 150g,Nestlé,Dairy,217,2025-06-16,2025-06-24,8,2.8,1.0,donate,Delhi,False,False,True,Delhi_120,North,True,13.2,2.3026901275143974
Bingo mad angles,Itc,Snacks,92,2025-06-20,2025-06-28,8,12.1,1.0,donate,Chennai,False,False,False,Chennai_110,South,Not Recorded,3.1,10.508786293252117
Spinach bunch,Local farmer,Produce,253,2025-06-12,2025-06-15,3,12.6,1.0,donate,Kanpur,True,True,True,Kanpur_145,North,Not Recorded,5.3,13.234473319126645
Kurkure masala,Pepsico,Snacks,148,2025-06-12,2025-06-19,7,0.6,1.0,donate,Delhi,True,False,False,Delhi_121,North,True,10.3,0.5720589443969031
Banana 6pcs,Local farmer,Produce,154,2025-06-14,2025-06-21,7,5.6,1.0,donate,Mumbai,True,True,True,Mumbai_56,West,False,13.6,5.539929788588992
Bingo mad angles,Itc,Snacks,63,2025-06-25,2025-07-02,7,14.9,0.21,none,Mumbai,False,False,False,Mumbai_57,West,False,8.7,15.046790809543902
Multigrain cookies,Sunfeast,Bakery,60,2025-06-25,2025-06-30,5,10.4,0.58,monitor,Kanpur,False,False,False,Kanpur_146,North,Not Recorded,3.1,11.462173897979266
Nestlé yogurt 150g,Nestlé,Dairy,201,2025-06-23,2025-06-26,3,20.1,1.0,donate,Mumbai,False,True,True,Mumbai_58,West,False,14.5,21.756714995396383
Mother dairy butter 100g,Mother dairy,Dairy,220,2025-06-19,2025-06-23,4,13.7,1.0,donate,Kanpur,False,False,True,Kanpur_147,North,Not Recorded,4.3,14.022780267466052
Brown bun pack,Harvest gold,Bakery,222,2025-06-18,2025-06-22,4,23.4,1.0,donate,Mumbai,True,False,False,Mumbai_59,West,False,14.7,20.777600100301687
Spinach bunch,Local farmer,Produce,253,2025-06-12,2025-06-15,3,12.6,1.0,donate,Kanpur,True,True,True,Kanpur_148,North,Not Recorded,9.6,12.877247858264996
Brown bun pack,Harvest gold,Bakery,39,2025-06-19,2025-06-30,11,10.3,0.38,none,Chennai,False,False,False,Chennai_111,South,Not Recorded,4.8,9.467705753086133
Bingo mad angles,Itc,Snacks,63,2025-06-25,2025-07-02,7,14.9,0.21,none,Mumbai,False,False,False,Mumbai_60,West,False,7.9,13.12068291276261
Multigrain cookies,Sunfeast,Bakery,60,2025-06-25,2025-06-30,5,10.4,0.58,monitor,Kanpur,False,False,False,Kanpur_149,North,Not Recorded,11.7,12.350157391087208
Kurkure masala,Pepsico,Snacks,59,2025-06-20,2025-06-23,3,12.2,1.0,donate,Chennai,True,True,False,Chennai_112,South,Not Recorded,12.3,14.19509229993054
Kurkure masala,Pepsico,Snacks,224,2025-06-24,2025-07-06,12,3.6,1.0,donate,Bangalore,True,True,False,Bangalore_93,South,Not Recorded,9.5,3.5162482759440548
Banana 6pcs,Local farmer,Produce,154,2025-06-14,2025-06-21,7,5.6,1.0,donate,Mumbai,True,True,True,Mumbai_61,West,False,11.4,4.544372787099518
Bingo mad angles,Itc,Snacks,26,2025-06-15,2025-06-24,9,13.7,0.76,discount,Kanpur,False,False,False,Kanpur_150,North,Not Recorded,9.2,12.278950528763666
Brown bun pack,Harvest gold,Bakery,42,2025-06-14,2025-06-17,3,24.3,0.69,monitor,Kanpur,False,True,False,Kanpur_151,North,Not Recorded,8.5,25.873977840680386
White bread,Harvest gold,Bakery,261,2025-06-25,2025-07-04,9,20.0,0.43,none,Bangalore,False,False,False,Bangalore_94,South,Not Recorded,9.6,17.11238072743419
Lays chips 100g,Pepsico,Snacks,165,2025-06-21,2025-06-24,3,13.4,1.0,donate,Chennai,True,True,False,Chennai_113,South,Not Recorded,5.2,13.123216451250704
Banana 6pcs,Local farmer,Produce,154,2025-06-14,2025-06-21,7,5.6,1.0,donate,Mumbai,True,True,True,Mumbai_62,West,False,2.1,6.1205044204542505
Mother dairy butter 100g,Mother dairy,Dairy,220,2025-06-19,2025-06-23,4,13.7,1.0,donate,Kanpur,False,False,True,Kanpur_152,North,Not Recorded,11.9,15.8338594152068
Spinach bunch,Local farmer,Produce,253,2025-06-12,2025-06-15,3,12.6,1.0,donate,Kanpur,True,True,True,Kanpur_153,North,Not Recorded,12.1,10.952986208941685
Brown bun pack,Harvest gold,Bakery,222,2025-06-18,2025-06-22,4,23.4,1.0,donate,Mumbai,True,False,False,Mumbai_63,West,False,5.4,24.689916482143747
Brown bun pack,Harvest gold,Bakery,222,2025-06-18,2025-06-22,4,23.4,1.0,donate,Mumbai,True,False,False,Mumbai_64,West,False,11.0,20.563842855249465
Spinach bunch,Local farmer,Produce,115,2025-06-16,2025-06-23,7,22.4,1.0,donate,Kanpur,True,True,True,Kanpur_154,North,Not Recorded,11.4,22.075199756659227
Mutton mince 250g,Godrej,Meat,265,2025-06-15,2025-06-19,4,1.7,1.0,donate,Delhi,True,True,True,Delhi_122,North,True,3.4,1.5738278458766606
Kurkure masala,Pepsico,Snacks,148,2025-06-12,2025-06-19,7,0.6,1.0,donate,Delhi,True,False,False,Delhi_123,North,True,2.7,0.6127549131149951
Chicken breast 500g,Godrej,Meat,100,2025-06-26,2025-07-05,9,2.8,1.0,donate,Kanpur,True,True,True,Kanpur_155,North,Not Recorded,2.3,2.5785351939844605
Spinach bunch,Local farmer,Produce,268,2025-06-16,2025-06-24,8,4.9,1.0,donate,Delhi,False,True,True,Delhi_124,North,True,2.2,5.591706986163033
White bread,Harvest gold,Bakery,261,2025-06-25,2025-07-04,9,20.0,0.43,none,Bangalore,False,False,False,Bangalore_95,South,Not Recorded,10.3,19.966088229015963
Brown bun pack,Harvest gold,Bakery,39,2025-06-19,2025-06-30,11,10.3,0.38,none,Chennai,False,False,False,Chennai_114,South,Not Recorded,11.2,11.677863075180996
Kurkure masala,Pepsico,Snacks,283,2025-06-12,2025-06-15,3,12.9,1.0,donate,Chennai,True,False,False,Chennai_115,South,Not Recorded,4.7,15.351088945468328
Chicken breast 500g,Godrej,Meat,260,2025-06-25,2025-07-05,10,13.0,0.57,monitor,Delhi,False,True,True,Delhi_125,North,True,3.6,15.507438675638465
Banana 6pcs,Local farmer,Produce,154,2025-06-14,2025-06-21,7,5.6,1.0,donate,Mumbai,True,True,True,Mumbai_65,West,False,7.2,6.117340392336169
Chicken breast 500g,Godrej,Meat,100,2025-06-26,2025-07-05,9,2.8,1.0,donate,Kanpur,True,True,True,Kanpur_156,North,Not Recorded,2.7,3.096250423059108
Fish fillet 300g,Freshcatch,Meat,206,2025-06-18,2025-06-29,11,17.1,1.0,donate,Bangalore,True,False,True,Bangalore_96,South,Not Recorded,6.7,18.546091400437884
Chicken breast 500g,Godrej,Meat,263,2025-06-19,2025-06-24,5,14.3,1.0,donate,Delhi,True,True,True,Delhi_126,North,True,2.6,12.22282720625095
Chicken breast 500g,Godrej,Meat,260,2025-06-25,2025-07-05,10,13.0,0.57,monitor,Delhi,False,True,True,Delhi_127,North,True,4.1,10.749727595663206
Brown bun pack,Harvest gold,Bakery,247,2025-06-25,2025-07-03,8,10.0,0.99,donate,Chennai,False,False,False,Chennai_116,South,Not Recorded,12.0,10.250617551898102
Amul milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,11,8.9,1.0,donate,Bangalore,False,False,True,Bangalore_97,South,Not Recorded,14.7,7.930679598336809
Bingo mad angles,Itc,Snacks,92,2025-06-20,2025-06-28,8,12.1,1.0,donate,Chennai,False,False,False,Chennai_117,South,Not Recorded,4.1,9.867972969078398
Banana 6pcs,Local farmer,Produce,154,2025-06-14,2025-06-21,7,5.6,1.0,donate,Mumbai,True,True,True,Mumbai_66,West,False,7.9,6.340055650822869
Nestlé yogurt 150g,Nestlé,Dairy,217,2025-06-16,2025-06-24,8,2.8,1.0,donate,Delhi,False,False,True,Delhi_128,North,True,10.8,2.4713487878259186
Tomato 1kg,Local farmer,Produce,204,2025-06-18,2025-06-21,3,9.7,1.0,donate,Kanpur,False,True,True,Kanpur_157,North,Not Recorded,8.8,8.120199338163925
Spinach bunch,Local farmer,Produce,253,2025-06-12,2025-06-15,3,12.6,1.0,donate,Kanpur,True,True,True,Kanpur_158,North,Not Recorded,8.6,12.913868872995362
Lays chips 100g,Pepsico,Snacks,116,2025-06-14,2025-06-22,8,7.0,1.0,donate,Kanpur,True,True,False,Kanpur_159,North,Not Recorded,10.8,6.998829111998647
Spinach bunch,Local farmer,Produce,253,2025-06-12,2025-06-15,3,12.6,1.0,donate,Kanpur,True,True,True,Kanpur_160,North,Not Recorded,9.7,10.541434372700364
Multigrain cookies,Sunfeast,Bakery,224,2025-06-18,2025-06-29,11,9.0,1.0,donate,Kanpur,True,False,False,Kanpur_161,North,Not Recorded,3.9,7.254525038874465
Brown bun pack,Harvest gold,Bakery,42,2025-06-14,2025-06-17,3,24.3,0.69,monitor,Kanpur,False,True,False,Kanpur_162,North,Not Recorded,13.2,25.09260531254039
Kurkure masala,Pepsico,Snacks,224,2025-06-24,2025-07-06,12,3.6,1.0,donate,Bangalore,True,True,False,Bangalore_98,South,Not Recorded,12.2,3.202623545698137
Amul milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,11,8.9,1.0,donate,Bangalore,False,False,True,Bangalore_99,South,Not Recorded,5.9,9.778841068179794
Mutton mince 250g,Godrej,Meat,96,2025-06-19,2025-07-01,12,22.0,0.29,none,Delhi,False,True,True,Delhi_129,North,True,9.7,24.35878163868319
Fish fillet 300g,Freshcatch,Meat,228,2025-06-23,2025-06-27,4,20.6,1.0,donate,Bangalore,True,False,True,Bangalore_100,South,Not Recorded,2.7,17.047183366306175
Lays chips 100g,Pepsico,Snacks,116,2025-06-14,2025-06-22,8,7.0,1.0,donate,Kanpur,True,True,False,Kanpur_163,North,Not Recorded,5.5,5.868449424863041
Mother dairy butter 100g,Mother dairy,Dairy,220,2025-06-19,2025-06-23,4,13.7,1.0,donate,Kanpur,False,False,True,Kanpur_164,North,Not Recorded,12.4,15.235592722567972
Mother dairy butter 100g,Mother dairy,Dairy,38,2025-06-18,2025-06-28,10,12.7,1.0,donate,Bangalore,True,False,True,Bangalore_101,South,Not Recorded,8.1,12.80488705572395
Bingo mad angles,Itc,Snacks,60,2025-06-22,2025-07-03,11,21.6,0.11,none,Delhi,False,True,False,Delhi_130,North,True,8.8,21.143932731584567
Spinach bunch,Local farmer,Produce,268,2025-06-16,2025-06-24,8,4.9,1.0,donate,Delhi,False,True,True,Delhi_131,North,True,14.2,4.35013418688547
Spinach bunch,Local farmer,Produce,268,2025-06-16,2025-06-24,8,4.9,1.0,donate,Delhi,False,True,True,Delhi_132,North,True,11.5,5.867087146132548
Mutton mince 250g,Godrej,Meat,271,2025-06-22,2025-07-04,12,8.9,1.0,donate,Delhi,False,False,True,Delhi_133,North,True,12.5,9.26103891402193
Brown bun pack,Harvest gold,Bakery,39,2025-06-19,2025-06-30,11,10.3,0.38,none,Chennai,False,False,False,Chennai_118,South,Not Recorded,7.2,10.216208952635952
Mother dairy butter 100g,Mother dairy,Dairy,220,2025-06-19,2025-06-23,4,13.7,1.0,donate,Kanpur,False,False,True,Kanpur_165,North,Not Recorded,9.7,13.319056604171784
Nestlé yogurt 150g,Nestlé,Dairy,201,2025-06-23,2025-06-26,3,20.1,1.0,donate,Mumbai,False,True,True,Mumbai_67,West,False,6.8,22.43370908722094
Bingo mad angles,Itc,Snacks,92,2025-06-20,2025-06-28,8,12.1,1.0,donate,Chennai,False,False,False,Chennai_119,South,Not Recorded,4.5,12.639882316555756
Spinach bunch,Local farmer,Produce,268,2025-06-16,2025-06-24,8,4.9,1.0,donate,Delhi,False,True,True,Delhi_134,North,True,7.2,5.770051946806015
Fish fillet 300g,Freshcatch,Meat,37,2025-06-15,2025-06-18,3,4.2,1.0,donate,Mumbai,True,True,True,Mumbai_68,West,False,13.4,3.639042753446352
Chicken breast 500g,Godrej,Meat,260,2025-06-25,2025-07-05,10,13.0,0.57,monitor,Delhi,False,True,True,Delhi_135,North,True,2.6,12.384087380441992
Mutton mince 250g,Godrej,Meat,271,2025-06-22,2025-07-04,12,8.9,1.0,donate,Delhi,False,False,True,Delhi_136,North,True,2.8,9.229978271135623
Amul milk 500ml,Amul,Dairy,11,2025-06-16,2025-06-28,12,14.1,0.31,none,Chennai,False,True,True,Chennai_120,South,Not Recorded,9.4,16.583530751520023
Multigrain cookies,Sunfeast,Bakery,60,2025-06-25,2025-06-30,5,10.4,0.58,monitor,Kanpur,False,False,False,Kanpur_166,North,Not Recorded,10.5,8.523139014801444
Lays chips 100g,Pepsico,Snacks,144,2025-06-14,2025-06-24,10,13.6,1.0,donate,Chennai,True,False,False,Chennai_121,South,Not Recorded,14.6,15.921234692262596
Mother dairy butter 100g,Mother dairy,Dairy,220,2025-06-19,2025-06-23,4,13.7,1.0,donate,Kanpur,False,False,True,Kanpur_167,North,Not Recorded,2.9,14.247888515838993
Chicken breast 500g,Godrej,Meat,263,2025-06-19,2025-06-24,5,14.3,1.0,donate,Delhi,True,True,True,Delhi_137,North,True,6.8,13.376033758242883
Lays chips 100g,Pepsico,Snacks,165,2025-06-21,2025-06-24,3,13.4,1.0,donate,Chennai,True,True,False,Chennai_122,South,Not Recorded,14.3,12.327351112468664
Multigrain cookies,Sunfeast,Bakery,224,2025-06-18,2025-06-29,11,9.0,1.0,donate,Kanpur,True,False,False,Kanpur_168,North,Not Recorded,4.0,9.767687796825204
Mother dairy butter 100g,Mother dairy,Dairy,38,2025-06-18,2025-06-28,10,12.7,1.0,donate,Bangalore,True,False,True,Bangalore_102,South,Not Recorded,6.5,13.64593675798288
Bingo mad angles,Itc,Snacks,60,2025-06-22,2025-07-03,11,21.6,0.11,none,Delhi,False,True,False,Delhi_138,North,True,4.7,22.49607093428052
Kurkure masala,Pepsico,Snacks,283,2025-06-12,2025-06-15,3,12.9,1.0,donate,Chennai,True,False,False,Chennai_123,South,Not Recorded,14.9,11.733275224856168
Spinach bunch,Local farmer,Produce,145,2025-06-15,2025-06-22,7,15.8,1.0,donate,Kanpur,True,False,True,Kanpur_169,North,Not Recorded,13.7,18.770964705740187
Brown bun pack,Harvest gold,Bakery,222,2025-06-18,2025-06-22,4,23.4,1.0,donate,Mumbai,True,False,False,Mumbai_69,West,False,5.9,20.21402804691491
Mutton mince 250g,Godrej,Meat,295,2025-06-26,2025-07-03,7,24.6,0.48,none,Bangalore,False,False,True,Bangalore_103,South,Not Recorded,3.5,20.5521012353542
Multigrain cookies,Sunfeast,Bakery,60,2025-06-25,2025-06-30,5,10.4,0.58,monitor,Kanpur,False,False,False,Kanpur_170,North,Not Recorded,6.3,10.110982769426844
Brown bun pack,Harvest gold,Bakery,222,2025-06-18,2025-06-22,4,23.4,1.0,donate,Mumbai,True,False,False,Mumbai_70,West,False,7.3,24.16938635963582
Chicken breast 500g,Godrej,Meat,260,2025-06-25,2025-07-05,10,13.0,0.57,monitor,Delhi,False,True,True,Delhi_139,North,True,9.7,12.039332614653349
Brown bun pack,Harvest gold,Bakery,222,2025-06-18,2025-06-22,4,23.4,1.0,donate,Mumbai,True,False,False,Mumbai_71,West,False,14.8,26.92200031001928
Fish fillet 300g,Freshcatch,Meat,206,2025-06-18,2025-06-29,11,17.1,1.0,donate,Bangalore,True,False,True,Bangalore_104,South,Not Recorded,3.1,17.717025652219263
White bread,Harvest gold,Bakery,162,2025-06-26,2025-07-02,6,14.2,0.57,monitor,Bangalore,False,False,False,Bangalore_105,South,Not Recorded,10.6,13.964695316667791
Lays chips 100g,Pepsico,Snacks,232,2025-06-23,2025-07-03,10,9.7,0.96,donate,Kanpur,False,False,False,Kanpur_171,North,Not Recorded,6.8,9.872459860238
Tomato 1kg,Local farmer,Produce,204,2025-06-18,2025-06-21,3,9.7,1.0,donate,Kanpur,False,True,True,Kanpur_172,North,Not Recorded,4.7,11.618140625829335
Mother dairy butter 100g,Mother dairy,Dairy,38,2025-06-18,2025-06-28,10,12.7,1.0,donate,Bangalore,True,False,True,Bangalore_106,South,Not Recorded,13.0,12.135413440042312
Nestlé yogurt 150g,Nestlé,Dairy,217,2025-06-16,2025-06-24,8,2.8,1.0,donate,Delhi,False,False,True,Delhi_140,North,True,8.5,2.7507403540727777
Brown bun pack,Harvest gold,Bakery,32,2025-06-24,2025-06-27,3,21.3,0.6,monitor,Delhi,False,False,False,Delhi_141,North,True,6.9,18.570221897306823
Multigrain cookies,Sunfeast,Bakery,60,2025-06-25,2025-06-30,5,10.4,0.58,monitor,Kanpur,False,False,False,Kanpur_173,North,Not Recorded,2.3,10.051771106913534
Chicken breast 500g,Godrej,Meat,100,2025-06-26,2025-07-05,9,2.8,1.0,donate,Kanpur,True,True,True,Kanpur_174,North,Not Recorded,5.4,2.88440506669908
Chicken breast 500g,Godrej,Meat,47,2025-06-19,2025-06-25,6,10.3,1.0,donate,Delhi,False,True,True,Delhi_142,North,True,8.3,8.846704055807692
Mutton mince 250g,Godrej,Meat,265,2025-06-15,2025-06-19,4,1.7,1.0,donate,Delhi,True,True,True,Delhi_143,North,True,11.9,1.361633322251627
Chicken breast 500g,Godrej,Meat,100,2025-06-26,2025-07-05,9,2.8,1.0,donate,Kanpur,True,True,True,Kanpur_175,North,Not Recorded,2.8,2.9351913910758545
Chicken breast 500g,Godrej,Meat,260,2025-06-25,2025-07-05,10,13.0,0.57,monitor,Delhi,False,True,True,Delhi_144,North,True,13.1,13.5002280555623
Brown bun pack,Harvest gold,Bakery,39,2025-06-19,2025-06-30,11,10.3,0.38,none,Chennai,False,False,False,Chennai_124,South,Not Recorded,10.1,10.67635726786521
Amul milk 500ml,Amul,Dairy,12,2025-06-26,2025-06-30,4,4.6,0.26,none,Chennai,False,False,True,Chennai_125,South,Not Recorded,6.1,4.456910425256532
Lays chips 100g,Pepsico,Snacks,116,2025-06-14,2025-06-22,8,7.0,1.0,donate,Kanpur,True,True,False,Kanpur_176,North,Not Recorded,6.5,7.737654460937962
Bingo mad angles,Itc,Snacks,60,2025-06-22,2025-07-03,11,21.6,0.11,none,Delhi,False,True,False,Delhi_145,North,True,7.3,23.23810904359745
Brown bun pack,Harvest gold,Bakery,42,2025-06-14,2025-06-17,3,24.3,0.69,monitor,Kanpur,False,True,False,Kanpur_177,North,Not Recorded,13.9,19.91118421588256
Bingo mad angles,Itc,Snacks,60,2025-06-22,2025-07-03,11,21.6,0.11,none,Delhi,False,True,False,Delhi_146,North,True,9.7,25.281749819477213
Spinach bunch,Local farmer,Produce,115,2025-06-16,2025-06-23,7,22.4,1.0,donate,Kanpur,True,True,True,Kanpur_178,North,Not Recorded,6.8,23.704495744871156
Chicken breast 500g,Godrej,Meat,100,2025-06-26,2025-07-05,9,2.8,1.0,donate,Kanpur,True,True,True,Kanpur_179,North,Not Recorded,8.1,3.1144793246733578
Nestlé yogurt 150g,Nestlé,Dairy,267,2025-06-13,2025-06-16,3,21.8,1.0,donate,Bangalore,False,False,True,Bangalore_107,South,Not Recorded,8.7,21.722909965720515
Brown bun pack,Harvest gold,Bakery,42,2025-06-14,2025-06-17,3,24.3,0.69,monitor,Kanpur,False,True,False,Kanpur_180,North,Not Recorded,13.7,23.056029677770777
